,0,1,2
0,-0.05657425482125749,-0.07000531860308976,-7.968935888320083
1,-0.0564642693839257,-0.07039017647886946,-7.971950738874372
2,-0.05676587965607058,-0.07064458600658995,-7.919262590343943
3,-0.056492672779129685,-0.07041288983596296,-7.975164480308012
4,-0.05661176283351931,-0.07075305494147151,-7.914393463800729
5,-0.056631167248158865,-0.0707857076390518,-7.920082054060376
6,-0.05652915375019546,-0.07043936806393415,-7.974748116335189
7,-0.056805180940134196,-0.07041047568456475,-7.259827179372716
8,-0.05834473838536752,-0.07075364213132533,-1.1303465367747263
9,-0.058393741250683986,-0.07087101934529674,-1.068540957217383
10,-0.058558951227216306,-0.07085539253832865,1.2439979353395976
11,-0.05843987991603437,-0.08348916376370609,1.7758654320037057
12,-0.05833531387192047,-0.09736157931970496,1.9943196640115732
13,-0.05816158508725439,-0.10928614749927042,2.070018966529743
14,-0.058879398764626674,-0.11539704552659794,6.115090019445537
15,-0.05903417097453764,-0.1159349979099126,6.715438270467843
16,-0.05949117834802946,-0.11612000703860292,8.797578391336472
17,-0.05941967199102275,-0.11970037016834888,11.345174639156657
18,-0.058606413820222664,-0.12654674281321218,12.077042261102902
19,-0.05458493937026543,-0.1459988965898216,14.459045277126961
20,-0.04072787503387541,-0.1983872610743666,20.9979679489735
21,-0.036482768827547814,-0.2103902718058276,22.584868356304607
22,-0.03251066598626984,-0.22160428033885385,24.136002376830795
23,-0.028055558685334294,-0.23359062456477278,25.99601873908527
24,-0.014066160880244196,-0.26466973033579294,29.94231199468232
25,-0.01059789895603865,-0.2712243657247161,30.80545132086821
26,-0.004236404015007254,-0.28242198903020554,32.43877965974951
27,0.002188281864590075,-0.29364885543327374,34.22347388348338
28,0.008379643043715948,-0.30378514009418683,35.66186120394364
29,0.015726196671557797,-0.3151895324223261,37.23866981356094
30,0.0635862982619986,-0.375937173372719,36.12955667713441
31,0.0712974296784071,-0.38778516489439585,38.081511205865716
32,0.11568607440753387,-0.44078728060447575,46.76517325597763
33,0.12289301435200868,-0.4481080762855886,48.04866101246951
34,0.1319951995040311,-0.45689002610807916,49.597433852372696
35,0.15864038249383852,-0.48015056821454866,54.02508584137759
